Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Specialist Diploma in Data Science (Data Analytics) (S’pore Poly)​,,Specialist Diploma in Data Science (Data Analytics) (S’pore Poly)​,Singapore Polytechnic,"√ Introduction to Statistics for Data Science
√ Module 2 - Introduction to Programming for Data Science
√ Module 3 - Data Mining Techniques
√ Module 4 - Applied Statistical Method",240 hr (1 year),889.81,"E-Learning, Virtual Classroom & Classroom",,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Specialist Diploma in Data Science (Predictive Analytics) (S’pore Poly)​,,Specialist Diploma in Data Science (Predictive Analytics) (S’pore Poly)​,Singapore Polytechnic,"√ Introduction to Statistics for Data Science
√ Introduction to Programming for Data Science
√ Introduction to Statistical Modelling
√ Generalised Modelling and Forecasting",240 hr (1 year),889.81,"E-Learning, Virtual Classroom & Classroom",,,0
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,Basic Fi@Gov Training / Fi@Gov Virtual Training,,Basic Fi@Gov Training / Fi@Gov Virtual Training,AGD,,,,TBA,,,0
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,NFS@Gov E-learning Modules,,NFS@Gov E-learning Modules,AGD,,,,TBA,,,0
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,PaC@Gov E-learning Modules,,PaC@Gov E-learning Modules,AGD,,,,TBA,,,0
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,Basic Data Analytics for Support Officers (strictly for DX8 & below),https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRBDA10,Basic Data Analytics for Support Officers (strictly for DX8 & below),Civil Service College,√ Use Microsoft Excel tools and gain foundational skills to analyse data and communicate insights to facilitate better decision-making.,8hr,$720.00,Classroom,2/7/2025,2/7/2025,1
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,Data Analytics - Basic Principles and Applications,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDDAVL,Data Analytics - Basic Principles and Applications,Civil Service College,√ Covers the whole process of data analytics using excel tools,20HRS,"$1,245.00",Virtual Classroom,28/7/2025,30/7/2025,4
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,Fundamentals of Public Finance Management Module 3 - Central Systems and Operations,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFMC,Fundamentals of Public Finance Management Module 3 - Central Systems and Operations,Civil Service College,"√ Describe how government cash management and payment work and key government financial systems
√ Understand how HR, finance and payroll are interrelated
√ Describ key processes such as procure-to-pay and year end closing cycle
√ Understand payroll, claims and medical billing processes
",5.2HRS,$415.00,Virtual Classroom,5/9/2025,5/9/2025,2
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,Understanding Blockchain Technology and Cryptoassets,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001obdLAAQ,Understanding Blockchain Technology and Cryptoassets,ISCA,,14HRS,$748.00,Virtual Classroom,NIL,,0
Finance Functional Competencies,C10: System & Data Management,(Level 1) Foundation,[E-Learning] Robotic Process Automation : RPA Overview,,[E-Learning] Robotic Process Automation : RPA Overview,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,3
Finance Functional Competencies,C10: System & Data Management,(Level 2) Intermediate,RPA for Finance Officers,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRRPAFI,RPA for Finance Officers,Civil Service College,,8.5HRS,$900.00,Classroom,26/8/2025,26/8/2025,2
Finance Functional Competencies,C10: System & Data Management,(Level 2) Intermediate,RPA for Personal Productivity,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRRPAPP,RPA for Personal Productivity,Civil Service College,"√ Learn how RPA can be used for personal productivity
√ identify suitable work processes for implementation
√ Describe RPA implementation approach and best practises 
√ Build RPA bots using UiPath StudioX software",8.5HRS,$705.00,Classroom,21/7/2025,21/7/2025,1
Finance Functional Competencies,C10: System & Data Management,(Level 2) Intermediate,UiPath RPA - Tech Primer,,UiPath RPA - Tech Primer,learn.gov.sg,,,,TBA,OTOT,OTOT,3
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Advanced Power BI for Finance and Accounting Professionals,,Advanced Power BI for Finance and Accounting Professionals,ACCA,"√ Generate insights and analyse financial data for decision making
√  Use of business intelligence tool for data analyse and interpretation
√  Learn to represent complex data set through best visuals representation ",7hr,380,Virtual Classroom,,,0
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Python for Accountants,,Python for Accountants,ACCA,"√ Learn key programming concepts such as data list, loops, decision making, functions, object oriented principles, and practise writing clean and clear codes",7hr,360,TBA,,,0
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,goRPA for Intact Teams,,goRPA for Intact Teams,DAB (Republic Poly),"√ Develop RPA scripts and apply to work processes
√  Identify areas for RPA deployment
√ Understand how RPA can automate repetitive task and reduce human error",DAB contract,DAB contract,Classroom,DAB,DAB,1
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,"AI-Enhanced Automation for Accounting and Finance: Leveraging RPA, VBA, ChatGPT, and Copilot for Innovation and Productivity",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000Lnt9IAC&_gl=1*75cqco*_ga*MjQ0NTU2NTQ3LjE3NDg1MDc2NTE.*_ga_DHW4KKBPC5*czE3NDg4NTkyMDYkbzUkZzEkdDE3NDg4NTk0OTckajQ2JGwwJGgw&_ga=2.182425188.2112367549.1748854783-244556547.1748507651,"AI-Enhanced Automation for Accounting and Finance: Leveraging RPA, VBA, ChatGPT, and Copilot for Innovation and Productivity",ISCA,,14hrs,$849.00,Classroom,23/6/2025,24/6/2025,2
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,"Robotic Process Automation (RPA) for Auditors, Accountants, Corporate Secretarial and Tax Professionals",,"Robotic Process Automation (RPA) for Auditors, Accountants, Corporate Secretarial and Tax Professionals",ISCA,"√ Understand how RPA can automate processes
√ Identify accounting and finance processes suitable for RPA implementation
√ Develop RPA scripts using case examples",16HRS,$960.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,"Robotic Process Automation (RPA), Visual Basic for Applications (VBA) and ChatGPT Designed for Accountants by Accountants",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l4OiAAI,"Robotic Process Automation (RPA), Visual Basic for Applications (VBA) and ChatGPT Designed for Accountants by Accountants",ISCA,"√ Understand how RPA can automate processes
√ Identify accounting and finance processes suitable for RPA implementation
√ Develop RPA scripts using case examples",2 days (14hrs),$824.00,Classroom,NIL,,0
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Robotics Process Automation,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l8HDAAY,Robotics Process Automation,ISCA,"This course is intended to introduce Robotic Process Automation (RPA) through a series of hands-on activities. Discussion points will include if RPA is the correct solution for your automation needs, and if so, what to consider when implementing it. Participants will create their own RPA projects for real-world tasks to gain insight to the adoption process and potential of the technology.",7HRS,$445.00,Classroom,11/11/2025,11/11/2025,4
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Steps to Develop an Effective Cyber Security Strategy,,Steps to Develop an Effective Cyber Security Strategy,ISCA,"√ Outlines how organisations can identify, treat/manage and transfer cyber risk
√ Provides practical operational steps and processes to develop a cyber-security strategy based on a risk management process, followed by an action plan.",,,TBA,NIL,,0
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Understanding and Managing Emerging Technologies,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCAAA4,Understanding and Managing Emerging Technologies,ISCA,"√ Gain an appreciation into how these data analytics, automation, blockchain and cloud storage works
√ Describe the general benefits and limitations of these technologies 
√ Discuss the critical success factors required to implement these technologies successful in the organisation",7HRS,$434.00,Virtual Classroom,19/9/2025,19/9/2025,6
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,[E-Learning] UiPath2023 - Level 1 RPA Developer,,[E-Learning] UiPath2023 - Level 1 RPA Developer,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,11
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Graduate Certificate in Digital Finance Module 2: Digital Assets & Blockchain Technology,https://academy.smu.edu.sg/graduate-certificate-digital-finance-module-2-digital-assets-blockchain-technology-1986,Graduate Certificate in Digital Finance Module 2: Digital Assets & Blockchain Technology,Singapore Management University,,2DAYS,$480.00,Virtual Classroom,28/7/2025,29/7/2025,10
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Graduate Certificate in Digital Finance Module 3: AI and Robotic Process Automation,https://academy.smu.edu.sg/graduate-certificate-digital-finance-module-3-ai-and-robotic-process-automation-1991,Graduate Certificate in Digital Finance Module 3: AI and Robotic Process Automation,Singapore Management University,"√ Explain how to harness the power of AI to transform accountants’ services
√ Understand the range of shared finance services that can benefit from RPA
√ Describe the pre-requisites and factors for RPA and AI implementation",2DAYS,$480.00,Classroom,15/9/2025,16/9/2025,7
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Graduate Certificate in Digital Finance Module 4: IoT and Cloud,https://academy.smu.edu.sg/graduate-certificate-digital-finance-module-4-iot-and-cloud-1971,Graduate Certificate in Digital Finance Module 4: IoT and Cloud,Singapore Management University,,2 days (13 - 14 Apr),$480.00,Classroom,11/7/2025,14/7/2025,8
Finance Functional Competencies,C10: System & Data Management,(Level 3) Advanced,Graduate Certificate in Digital Finance Module 6: Managing Expanding Cyber Risks,https://academy.smu.edu.sg/graduate-certificate-digital-finance-module-6-managing-expanding-cyber-risks-1981,Graduate Certificate in Digital Finance Module 6: Managing Expanding Cyber Risks,Singapore Management University,,2DAYS,$480.00,Classroom,19/8/2025,20/8/2025,9
